issue_time,target_time,lead_hour,power_pred,accepted
2026-01-31T00:00:00+00:00,2026-01-31T00:00:00+00:00,1,0.8542135152642178,True
2026-01-31T00:00:00+00:00,2026-01-31T01:00:00+00:00,2,0.8616243515736205,True
2026-01-31T00:00:00+00:00,2026-01-31T02:00:00+00:00,3,0.8289104572757149,True
2026-01-31T00:00:00+00:00,2026-01-31T03:00:00+00:00,4,0.8287799519204756,True
2026-01-31T00:00:00+00:00,2026-01-31T04:00:00+00:00,5,0.8959325622983267,True
2026-01-31T00:00:00+00:00,2026-01-31T05:00:00+00:00,6,0.9446744657984967,True
2026-01-31T00:00:00+00:00,2026-01-31T06:00:00+00:00,7,0.9324949776099818,True
2026-01-31T00:00:00+00:00,2026-01-31T07:00:00+00:00,8,0.9640273057275242,True
2026-01-31T00:00:00+00:00,2026-01-31T08:00:00+00:00,9,0.974473207180308,True
2026-01-31T00:00:00+00:00,2026-01-31T09:00:00+00:00,10,0.9691518530337723,True
2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00,11,0.8915260430528851,True
2026-01-31T00:00:00+00:00,2026-01-31T11:00:00+00:00,12,0.8121947147736852,True
2026-01-31T00:00:00+00:00,2026-01-31T12:00:00+00:00,13,0.5556275104670798,True
2026-01-31T00:00:00+00:00,2026-01-31T13:00:00+00:00,14,0.23958313316317417,True
2026-01-31T00:00:00+00:00,2026-01-31T14:00:00+00:00,15,0.1367352750144655,True
2026-01-31T00:00:00+00:00,2026-01-31T15:00:00+00:00,16,0.07617616166450428,True
2026-01-31T00:00:00+00:00,2026-01-31T16:00:00+00:00,17,0.020813423691065595,True
2026-01-31T00:00:00+00:00,2026-01-31T17:00:00+00:00,18,0.0012440481851428925,True
2026-01-31T00:00:00+00:00,2026-01-31T18:00:00+00:00,19,0.004392438045567999,True
2026-01-31T00:00:00+00:00,2026-01-31T19:00:00+00:00,20,0.00028315619993187456,True
2026-01-31T00:00:00+00:00,2026-01-31T20:00:00+00:00,21,0.00570262727550416,True
2026-01-31T00:00:00+00:00,2026-01-31T21:00:00+00:00,22,0.01557617552212651,True
2026-01-31T00:00:00+00:00,2026-01-31T22:00:00+00:00,23,0.03374675217121733,True
2026-01-31T00:00:00+00:00,2026-01-31T23:00:00+00:00,24,0.024560401929364074,True
2026-01-31T00:00:00+00:00,2026-02-01T00:00:00+00:00,25,0.015584402691383257,True
2026-01-31T00:00:00+00:00,2026-02-01T01:00:00+00:00,26,0.02873547784974762,True
2026-01-31T00:00:00+00:00,2026-02-01T02:00:00+00:00,27,0.06696162618972704,True
2026-01-31T00:00:00+00:00,2026-02-01T03:00:00+00:00,28,0.11325524780160276,True
2026-01-31T00:00:00+00:00,2026-02-01T04:00:00+00:00,29,0.09471650356914889,True
